"","species"
"10304","Olive Finch"
"10305","Sooty Fox Sparrow"
"10306","Slate-colored Fox Sparrow"
"10307","Thick-billed Fox Sparrow"
"10308","Red Fox Sparrow"
"10309","American Tree Sparrow"
"10310","Volcano Junco"
"10311","Guadalupe Junco"
"10312","Dark-eyed Junco"
"10313","Yellow-eyed Junco"
"10314","Baird's Junco"
"10315","Rufous-collared Sparrow"
"10316","White-crowned Sparrow"
"10317","Golden-crowned Sparrow"
"10318","Harris's Sparrow"
"10319","White-throated Sparrow"
"10320","Sagebrush Sparrow"
"10321","Bell's Sparrow"
"10322","Striped Sparrow"
"10323","Vesper Sparrow"
"10324","LeConte's Sparrow"
"10325","Seaside Sparrow"
"10326","Nelson's Sparrow"
"10327","Saltmarsh Sparrow"
"10328","Baird's Sparrow"
"10329","Henslow's Sparrow"
"10330","Savannah Sparrow"
"10331","Sierra Madre Sparrow"
"10332","Song Sparrow"
"10333","Lincoln's Sparrow"
"10334","Swamp Sparrow"
"10335","Large-footed Finch"
"10336","Zapata Sparrow"
"10337","Rusty-crowned Ground Sparrow"
"10338","Canyon Towhee"
"10339","White-throated Towhee"
"10340","Abert's Towhee"
"10341","California Towhee"
"10342","White-eared Ground Sparrow"
"10343","Prevost's Ground Sparrow"
"10344","Cabanis's Ground Sparrow"
"10345","Rusty Sparrow"
"10346","Rufous-crowned Sparrow"
"10347","Oaxaca Sparrow"
"10348","Green-tailed Towhee"
"10349","Spotted Towhee"
"10350","Eastern Towhee"
"10351","Bermuda Towhee"
"10352","Collared Towhee"
"10353","Rufous-capped Brushfinch"
"10354","White-naped Brushfinch"
"10355","Yellow-thighed Brushfinch"
"10356","Yellow-green Brushfinch"
"10357","Moustached Brushfinch"
"10358","Merida Brushfinch"
"10359","Tepui Brushfinch"
"10360","Santa Marta Brushfinch"
"10361","Ochre-breasted Brushfinch"
"10362","Yellow-headed Brushfinch"
"10363","Dusky-headed Brushfinch"
"10364","White-rimmed Brushfinch"
"10365","White-headed Brushfinch"
"10366","Rufous-eared Brushfinch"
"10367","Choco Brushfinch"
"10368","Tricolored Brushfinch"
"10369","Slaty Brushfinch"
"10370","Pale-naped Brushfinch"
"10371","Antioquia Brushfinch"
"10372","Yellow-breasted Brushfinch"
"10373","Black-fronted Brushfinch"
"10374","White-winged Brushfinch"
"10375","Pale-headed Brushfinch"
"10376","Bay-crowned Brushfinch"
"10377","Rusty-bellied Brushfinch"
"10378","Apurimac Brushfinch"
"10379","Black-spectacled Brushfinch"
"10380","Vilcabamba Brushfinch"
"10381","Cuzco Brushfinch"
"10382","Grey-eared Brushfinch"
"10383","Bolivian Brushfinch"
"10384","Fulvous-headed Brushfinch"
"10385","Yellow-striped Brushfinch"
"10386","Western Chat-Tanager"
"10387","Eastern Chat-Tanager"
"10388","Black-crowned Tanager"
"10389","Grey-crowned Tanager"
"10390","Green-tailed Warbler"
"10391","White-winged Warbler"
"10392","Puerto Rican Tanager"
"10393","Western Spindalis"
"10394","Hispaniolan Spindalis"
"10395","Puerto Rican Spindalis"
"10396","Jamaican Spindalis"
"10397","Wrenthrush"
"10398","Yellow-headed Warbler"
"10399","Oriente Warbler"
"10400","Yellow-breasted Chat"
"10401","Yellow-headed Blackbird"
"10402","Bobolink"
"10403","Western Meadowlark"
"10404","Eastern Meadowlark"
"10405","Red-breasted Blackbird"
"10406","White-browed Blackbird"
"10407","Peruvian Meadowlark"
"10408","Long-tailed Meadowlark"
"10409","Pampas Meadowlark"
"10410","Yellow-billed Cacique"
"10411","Mexican Cacique"
"10412","Chestnut-headed Oropendola"
"10413","Russet-backed Oropendola"
"10414","Dusky-green Oropendola"
"10415","Crested Oropendola"
"10416","Green Oropendola"
"10417","Olive Oropendola"
"10418","Montezuma Oropendola"
"10419","Black Oropendola"
"10420","Baudo Oropendola"
"10421","Solitary Cacique"
"10422","Golden-winged Cacique"
"10423","Selva Cacique"
"10424","Ecuadorian Cacique"
"10425","Yellow-rumped Cacique"
"10426","Scarlet-rumped Cacique"
"10427","Subtropical Cacique"
"10428","Northern Mountain Cacique"
"10429","Southern Mountain Cacique"
"10430","Band-tailed Oropendola"
"10431","Casqued Oropendola"
"10432","Red-rumped Cacique"
"10433","Scott's Oriole"
"10434","Yellow-backed Oriole"
"10435","Audubon's Oriole"
"10436","Jamaican Oriole"
"10437","Orange Oriole"
"10438","Altamira Oriole"
"10439","Yellow Oriole"
"10440","Bullock's Oriole"
"10441","Streak-backed Oriole"
"10442","Black-backed Oriole"
"10443","Baltimore Oriole"
"10444","Yellow-tailed Oriole"
"10445","Spot-breasted Oriole"
"10446","White-edged Oriole"
"10447","Campo Troupial"
"10448","Venezuelan Troupial"
"10449","Orange-backed Troupial"
"10450","Bar-winged Oriole"
"10451","Black-vented Oriole"
"10452","Hooded Oriole"
"10453","Black-cowled Oriole"
"10454","Orchard Oriole"
"10455","Ochre Oriole"
"10456","Cuban Oriole"
"10457","Bahama Oriole"
"10458","Martinique Oriole"
"10459","Puerto Rican Oriole"
"10460","Montserrat Oriole"
"10461","St. Lucia Oriole"
"10462","Hispaniolan Oriole"
"10463","Orange-crowned Oriole"
"10464","Variable Oriole"
"10465","Epaulet Oriole"
"10466","Jamaican Blackbird"
"10467","Yellow-shouldered Blackbird"
"10468","Tawny-shouldered Blackbird"
"10469","Tricolored Blackbird"
"10470","Red-winged Blackbird"
"10471","Red-shouldered Blackbird"
"10472","Screaming Cowbird"
"10473","Giant Cowbird"
"10474","Shiny Cowbird"
"10475","Bronzed Cowbird"
"10476","Bronze-brown Cowbird"
"10477","Brown-headed Cowbird"
"10478","Scrub Blackbird"
"10479","Melodious Blackbird"
"10480","Cuban Blackbird"
"10481","Rusty Blackbird"
"10482","Brewer's Blackbird"
"10483","Common Grackle"
"10484","Nicaraguan Grackle"
"10485","Carib Grackle"
"10486","Greater Antillean Grackle"
"10487","Boat-tailed Grackle"
"10488","Great-tailed Grackle"
"10489","Slender-billed Grackle"
"10490","Red-bellied Grackle"
"10491","Velvet-fronted Grackle"
"10492","Oriole Blackbird"
"10493","Colombian Mountain Grackle"
"10494","Golden-tufted Mountain Grackle"
"10495","Austral Blackbird"
"10496","Scarlet-headed Blackbird"
"10497","Forbes's Blackbird"
"10498","Chopi Blackbird"
"10499","Bolivian Blackbird"
"10500","Greyish Baywing"
"10501","Pale Baywing"
"10502","Yellow-winged Blackbird"
"10503","Pale-eyed Blackbird"
"10504","Unicolored Blackbird"
"10505","Chestnut-capped Blackbird"
"10506","Yellow-hooded Blackbird"
"10507","Saffron-cowled Blackbird"
"10508","Brown-and-yellow Marshbird"
"10509","Yellow-rumped Marshbird"
"10510","Ovenbird"
"10511","Worm-eating Warbler"
"10512","Louisiana Waterthrush"
"10513","Northern Waterthrush"
"10514","Bachman's Warbler"
"10515","Golden-winged Warbler"
"10516","Blue-winged Warbler"
"10517","Black-and-white Warbler"
"10518","Prothonotary Warbler"
"10519","Swainson's Warbler"
"10520","Crescent-chested Warbler"
"10521","Flame-throated Warbler"
"10522","Tennessee Warbler"
"10523","Orange-crowned Warbler"
"10524","Colima Warbler"
"10525","Lucy's Warbler"
"10526","Nashville Warbler"
"10527","Virginia's Warbler"
"10528","Semper's Warbler"
"10529","Connecticut Warbler"
"10530","Grey-crowned Yellowthroat"
"10531","Masked Yellowthroat"
"10532","Chiriqui Yellowthroat"
"10533","Black-lored Yellowthroat"
"10534","Southern Yellowthroat"
"10535","MacGillivray's Warbler"
"10536","Mourning Warbler"
"10537","Kentucky Warbler"
"10538","Olive-crowned Yellowthroat"
"10539","Black-polled Yellowthroat"
"10540","Belding's Yellowthroat"
"10541","Bahama Yellowthroat"
"10542","Altamira Yellowthroat"
"10543","Common Yellowthroat"
"10544","Hooded Yellowthroat"
"10545","Whistling Warbler"
"10546","Plumbeous Warbler"
"10547","Elfin Woods Warbler"
"10548","Arrowhead Warbler"
"10549","Hooded Warbler"
"10550","American Redstart"
"10551","Kirtland's Warbler"
"10552","Cape May Warbler"
"10553","Cerulean Warbler"
"10554","Northern Parula"
"10555","Tropical Parula"
"10556","Magnolia Warbler"
"10557","Bay-breasted Warbler"
"10558","Blackburnian Warbler"
"10559","American Yellow Warbler"
"10560","Mangrove Warbler"
"10561","Chestnut-sided Warbler"
"10562","Blackpoll Warbler"
"10563","Black-throated Blue Warbler"
"10564","Palm Warbler"
"10565","Olive-capped Warbler"
"10566","Pine Warbler"
"10567","Myrtle Warbler"
"10568","Audubon's Warbler"
"10569","Goldman's Warbler"
"10570","Yellow-throated Warbler"
"10571","Bahama Warbler"
"10572","Vitelline Warbler"
"10573","Prairie Warbler"
"10574","Adelaide's Warbler"
"10575","Barbuda Warbler"
"10576","St. Lucia Warbler"
"10577","Grace's Warbler"
"10578","Black-throated Grey Warbler"
"10579","Townsend's Warbler"
"10580","Hermit Warbler"
"10581","Golden-cheeked Warbler"
"10582","Black-throated Green Warbler"
"10583","Citrine Warbler"
"10584","Santa Marta Warbler"
"10585","White-striped Warbler"
"10586","Flavescent Warbler"
"10587","White-rimmed Warbler"
"10588","Pale-legged Warbler"
"10589","Black-crested Warbler"
"10590","Buff-rumped Warbler"
"10591","Riverbank Warbler"
"10592","Two-banded Warbler"
"10593","Roraiman Warbler"
"10594","Cuzco Warbler"
"10595","Choco Warbler"
"10596","White-lored Warbler"
"10597","Grey-throated Warbler"
"10598","Grey-and-gold Warbler"
"10599","Russet-crowned Warbler"
"10600","Grey-headed Warbler"
"10601","Fan-tailed Warbler"
"10602","Rufous-capped Warbler"
"10603","Chestnut-capped Warbler"
"10604","Black-cheeked Warbler"
"10605","Pirre Warbler"
"10606","Golden-browed Warbler"
"10607","Golden-crowned Warbler"
"10608","Black-eared Warbler"
"10609","Tacarcuna Warbler"
"10610","Three-banded Warbler"
"10611","Yungas Warbler"
"10612","Three-striped Warbler"
"10613","Canada Warbler"
"10614","Wilson's Warbler"
"10615","Red-faced Warbler"
"10616","Red Warbler"
"10617","Pink-headed Warbler"
"10618","Painted Whitestart"
"10619","Slate-throated Whitestart"
"10620","Brown-capped Whitestart"
"10621","Yellow-crowned Whitestart"
"10622","White-fronted Whitestart"
"10623","Golden-fronted Whitestart"
"10624","Spectacled Whitestart"
"10625","Collared Whitestart"
"10626","Paria Whitestart"
"10627","White-faced Whitestart"
"10628","Guaiquinima Whitestart"
"10629","Tepui Whitestart"
"10630","Dusky-faced Tanager"
"10631","Olive-backed Tanager"
"10632","Olive-green Tanager"
"10633","Red-billed Pied Tanager"
"10634","Flame-colored Tanager"
"10635","Tooth-billed Tanager"
"10636","Red Tanager"
"10637","Hepatic Tanager"
"10638","Summer Tanager"
"10639","Rose-throated Tanager"
"10640","Scarlet Tanager"
"10641","Western Tanager"
"10642","White-winged Tanager"
"10643","Red-headed Tanager"
"10644","Red-hooded Tanager"
"10645","Red-crowned Ant Tanager"
"10646","Red-throated Ant Tanager"
"10647","Black-cheeked Ant Tanager"
"10648","Sooty Ant Tanager"
"10649","Crested Ant Tanager"
"10650","Carmiol's Tanager"
"10651","Olive Tanager"
"10652","Lemon-spectacled Tanager"
"10653","Ochre-breasted Tanager"
"10654","Yellow Grosbeak"
"10655","Black-thighed Grosbeak"
"10656","Golden Grosbeak"
"10657","Black-backed Grosbeak"
"10658","Rose-breasted Grosbeak"
"10659","Black-headed Grosbeak"
"10660","Red-breasted Chat"
"10661","Grey-throated Chat"
"10662","Rose-breasted Chat"
"10663","Northern Cardinal"
"10664","Vermilion Cardinal"
"10665","Pyrrhuloxia"
"10666","Black-faced Grosbeak"
"10667","Yellow-green Grosbeak"
"10668","Crimson-collared Grosbeak"
"10669","Red-and-black Grosbeak"
"10670","Cabanis's Seedeater"
"10671","Ecuadorian Seedeater"
"10672","Blackish-blue Seedeater"
"10673","Carrizal Seedeater"
"10674","Dickcissel"
"10675","Glaucous-blue Grosbeak"
"10676","Blue-black Grosbeak"
"10677","Amazonian Grosbeak"
"10678","Ultramarine Grosbeak"
"10679","Blue Bunting"
"10680","Blue Grosbeak"
"10681","Indigo Bunting"
"10682","Lazuli Bunting"
"10683","Varied Bunting"
"10684","Painted Bunting"
"10685","Rose-bellied Bunting"
"10686","Orange-breasted Bunting"
"10687","Plushcap"
"10688","Coal-crested Finch"
"10689","Brown Tanager"
"10690","Yellow-shouldered Grosbeak"
"10691","Hooded Tanager"
"10692","Cherry-throated Tanager"
"10693","Blue-backed Tanager"
"10694","White-capped Tanager"
"10695","Scarlet-throated Tanager"
"10696","Black-masked Finch"
"10697","Pampa Finch"
"10698","Serra Finch"
"10699","Lesser Grass Finch"
"10700","Wedge-tailed Grass Finch"
"10701","Duida Grass Finch"
"10702","Great Inca Finch"
"10703","Rufous-backed Inca Finch"
"10704","Grey-winged Inca Finch"
"10705","Buff-bridled Inca Finch"
"10706","Little Inca Finch"
"10707","Mourning Sierra Finch"
"10708","Blue Finch"
"10709","Band-tailed Sierra Finch"
"10710","Carbonated Sierra Finch"
"10711","Green Honeycreeper"
"10712","Golden-collared Honeycreeper"
"10713","Scarlet-and-white Tanager"
"10714","Black-and-yellow Tanager"
"10715","Sulphur-rumped Tanager"
"10716","Scarlet-browed Tanager"
"10717","Yellow-backed Tanager"
"10718","Guira Tanager"
"10719","Rufous-headed Tanager"
"10720","Swallow Tanager"
"10721","Purple Honeycreeper"
"10722","Red-legged Honeycreeper"
"10723","Short-billed Honeycreeper"
"10724","Shining Honeycreeper"
"10725","Scarlet-breasted Dacnis"
"10726","Scarlet-thighed Dacnis"
"10727","Blue Dacnis"
"10728","Yellow-bellied Dacnis"
"10729","Turquoise Dacnis"
"10730","Black-faced Dacnis"
"10731","Yellow-tufted Dacnis"
"10732","Viridian Dacnis"
"10733","Black-legged Dacnis"
"10734","White-bellied Dacnis"
"10735","Many-colored Chaco Finch"
"10736","Black-throated Saltator"
"10737","Orinoco Saltator"
"10738","Green-winged Saltator"
"10739","Cinnamon-bellied Saltator"
"10740","Olivaceous Saltator"
"10741","Blue-grey Saltator"
"10742","Streaked Saltator"
"10743","Lesser Antillean Saltator"
"10744","Buff-throated Saltator"
"10745","Black-winged Saltator"
"10746","Black-headed Saltator"
"10747","Black-cowled Saltator"
"10748","Black-throated Grosbeak"
"10749","Slate-colored Grosbeak"
"10750","Masked Saltator"
"10751","Thick-billed Saltator"
"10752","Golden-billed Saltator"
"10753","Bananaquit"
"10754","Yellow-faced Grassquit"
"10755","Orangequit"
"10756","Puerto Rican Bullfinch"
"10757","St. Kitts Bullfinch"
"10758","Greater Antillean Bullfinch"
"10759","Cuban Bullfinch"
"10760","Yellow-shouldered Grassquit"
"10761","Cuban Grassquit"
"10762","Barbados Bullfinch"
"10763","Lesser Antillean Bullfinch"
"10764","St. Lucia Black Finch"
"10765","Black-faced Grassquit"
"10766","Sooty Grassquit"
"10767","Dull-colored Grassquit"
"10768","Green Warbler-Finch"
"10769","Grey Warbler-Finch"
"10770","Vegetarian Finch"
"10771","Cocos Finch"
"10772","Mangrove Finch"
"10773","Medium Tree Finch"
"10774","Woodpecker Finch"
"10775","Small Tree Finch"
"10776","Large Tree Finch"
"10777","Small Ground Finch"
"10778","Sharp-beaked Ground Finch"
"10779","Genovesa Ground Finch"
"10780","Vampire Ground Finch"
"10781","Espanola Cactus Finch"
"10782","Genovesa Cactus Finch"
"10783","Large Ground Finch"
"10784","Common Cactus Finch"
"10785","Medium Ground Finch"
"10786","Blue-black Grassquit"
"10787","Black-and-white Tanager"
"10788","Cone-billed Tanager"
"10789","Rufous-crested Tanager"
"10790","Slaty Tanager"
"10791","Grey-headed Tanager"
"10792","Black-goggled Tanager"
"10793","Flame-crested Tanager"
"10794","White-shouldered Tanager"
"10795","Yellow-crested Tanager"
"10796","Grey Pileated Finch"
"10797","Red Pileated Finch"
"10798","Fulvous-crested Tanager"
"10799","Tawny-crested Tanager"
"10800","White-lined Tanager"
"10801","Red-shouldered Tanager"
"10802","Ruby-crowned Tanager"
"10803","Crimson-breasted Finch"
"10804","White-winged Shrike-Tanager"
"10805","Fulvous Shrike-Tanager"
"10806","Black-throated Shrike-Tanager"
"10807","White-throated Shrike-Tanager"
"10808","Crimson-collared Tanager"
"10809","Flame-rumped Tanager"
"10810","Lemon-rumped Tanager"
"10811","Scarlet-rumped Tanager"
"10812","Brazilian Tanager"
"10813","Crimson-backed Tanager"
"10814","Masked Crimson Tanager"
"10815","Huallaga Tanager"
"10816","Silver-beaked Tanager"
"10817","Lesson's Seedeater"
"10818","Lined Seedeater"
"10819","Cinnamon-rumped Seedeater"
"10820","Morelet's Seedeater"
"10821","Variable Seedeater"
"10822","Grey Seedeater"
"10823","Wing-barred Seedeater"
"10824","White-naped Seedeater"
"10825","Caqueta Seedeater"
"10826","Black-and-white Seedeater"
"10827","Double-collared Seedeater"
"10828","Yellow-bellied Seedeater"
"10829","Dubois's Seedeater"
"10830","Thick-billed Seed Finch"
"10831","Chestnut-bellied Seed Finch"
"10832","Nicaraguan Seed Finch"
"10833","Great-billed Seed Finch"
"10834","Large-billed Seed Finch"
"10835","Black-billed Seed Finch"
"10836","Slate-colored Seedeater"
"10837","Temminck's Seedeater"
"10838","Buffy-fronted Seedeater"
"10839","Plumbeous Seedeater"
"10840","Tropeiro Seedeater"
"10841","Rusty-collared Seedeater"
"10842","White-throated Seedeater"
"10843","White-bellied Seedeater"
"10844","Parrot-billed Seedeater"
"10845","Chestnut-throated Seedeater"
"10846","Drab Seedeater"
"10847","Chestnut-bellied Seedeater"
"10848","Ruddy-breasted Seedeater"
"10849","Copper Seedeater"
"10850","Black-and-tawny Seedeater"
"10851","Tawny-bellied Seedeater"
"10852","Dark-throated Seedeater"
"10853","Pearly-bellied Seedeater"
"10854","Rufous-rumped Seedeater"
"10855","Chestnut Seedeater"
"10856","Marsh Seedeater"
"10857","Black-bellied Seedeater"
"10858","Cinereous Finch"
"10859","Slender-billed Finch"
"10860","Grey-hooded Bush Tanager"
"10861","Black-headed Hemispingus"
"10862","Drab Hemispingus"
"10863","Bolivian Warbling Finch"
"10864","Cinnamon Warbling Finch"
"10865","Black-and-rufous Warbling Finch"
"10866","Black-and-chestnut Warbling Finch"
"10867","Collared Warbling Finch"
"10868","Rufous-breasted Warbling Finch"
"10869","Tucuman Mountain Finch"
"10870","Cochabamba Mountain Finch"
"10871","Slaty-backed Hemispingus"
"10872","Rufous-browed Hemispingus"
"10873","Grey-capped Hemispingus"
"10874","Black-capped Hemispingus"
"10875","White-browed Hemispingus"
"10876","Orange-browed Hemispingus"
"10877","Parodi's Hemispingus"
"10878","Oleaginous Hemispingus"
"10879","Black-eared Hemispingus"
"10880","Western Hemispingus"
"10881","Piura Hemispingus"
"10882","Fulvous-headed Tanager"
"10883","Buff-bellied Tanager"
"10884","Orange-headed Tanager"
"10885","Chestnut-headed Tanager"
"10886","Rust-and-yellow Tanager"
"10887","Superciliaried Hemispingus"
"10888","Rufous-chested Tanager"
"10889","Brown-flanked Tanager"
"10890","Bay-chested Warbling Finch"
"10891","Long-tailed Reed Finch"
"10892","White-rumped Tanager"
"10893","Rufous-sided Warbling Finch"
"10894","Chestnut-breasted Mountain Finch"
"10895","Black-backed Bush Tanager"
"10896","Pardusco"
"10897","Buff-throated Warbling Finch"
"10898","Grey-throated Warbling Finch"
"10899","Rusty-browed Warbling Finch"
"10900","Plain-tailed Warbling Finch"
"10901","Ringed Warbling Finch"
"10902","Three-striped Hemispingus"
"10903","Black-capped Warbling Finch"
"10904","Cinereous Warbling Finch"
"10905","Pearly-breasted Conebill"
"10906","Bicolored Conebill"
"10907","Chestnut-vented Conebill"
"10908","White-eared Conebill"
"10909","Capped Conebill"
"10910","Giant Conebill"
"10911","Blue-backed Conebill"
"10912","White-browed Conebill"
"10913","Tamarugo Conebill"
"10914","Rufous-browed Conebill"
"10915","Cinereous Conebill"
"10916","Stripe-tailed Yellow Finch"
"10917","Sulphur-throated Finch"
"10918","Bright-rumped Yellow Finch"
"10919","Saffron Finch"
"10920","Orange-fronted Yellow Finch"
"10921","Grassland Yellow Finch"
"10922","Citron-headed Yellow Finch"
"10923","Patagonian Yellow Finch"
"10924","Greenish Yellow Finch"
"10925","Monte Yellow Finch"
"10926","Greater Yellow Finch"
"10927","Raimondi's Yellow Finch"
"10928","Puna Yellow Finch"
"10929","Grey-hooded Sierra Finch"
"10930","Patagonian Sierra Finch"
"10931","Black-hooded Sierra Finch"
"10932","Peruvian Sierra Finch"
"10933","Inaccessible Island Finch"
"10934","Wilkins's Finch"
"10935","Nightingale Island Finch"
"10936","Gough Finch"
"10937","White-bridled Finch"
"10938","Yellow-bridled Finch"
"10939","Ash-breasted Sierra Finch"
"10940","Plumbeous Sierra Finch"
"10941","Uniform Finch"
"10942","Slaty Finch"
"10943","Peg-billed Finch"
"10944","Tit-like Dacnis"
"10945","Red-backed Sierra Finch"
"10946","White-throated Sierra Finch"
"10947","Glacier Finch"
"10948","Boulder Finch"
"10949","Band-tailed Seedeater"
"10950","Plain-colored Seedeater"
"10951","Paramo Seedeater"
"10952","Golden-eyed Flowerpiercer"
"10953","Bluish Flowerpiercer"
"10954","Masked Flowerpiercer"
"10955","Indigo Flowerpiercer"
"10956","Rusty Flowerpiercer"
"10957","Slaty Flowerpiercer"
"10958","Cinnamon-bellied Flowerpiercer"
"10959","Moustached Flowerpiercer"
